Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Vegetation_Type,Soil_Type_Enc,Wilderness_Area_Enc,Vegetation_Type_Enc
3184,109,10,402,36,5683,238,229,121,1710,41.19,365.0,612.32,5.8,Type_1,1,0,0
3079,57,8,0,0,5014,226,223,132,2140,85.67,305.11,865.4,61.46,Type_1,7,0,0
3112,63,23,408,97,4563,233,186,72,3084,89.69,163.72,301.56,44.43,Type_1,1,0,0
2943,82,3,30,-1,2130,224,233,144,1634,39.23,396.79,907.33,21.21,Type_1,1,0,0
3105,66,8,297,30,4569,229,224,128,3055,64.81,316.53,1070.09,34.7,Type_1,1,0,0
3226,41,15,531,49,4076,221,206,117,3571,35.49,182.64,418.82,7.07,Type_1,11,0,0
2952,0,4,30,2,2046,214,232,156,1471,82.65,429.64,423.1,59.59,Type_1,1,0,0
3038,40,7,218,26,3275,221,224,138,1689,87.34,331.31,683.61,26.57,Type_1,1,0,0
2869,62,15,192,25,1371,231,208,106,1674,81.73,240.83,423.14,21.08,Type_1,1,0,0
3079,0,6,283,14,5167,212,229,155,2646,63.05,282.07,1159.24,60.15,Type_1,10,0,0
3007,16,7,297,5,2690,214,226,148,1302,52.36,357.15,216.13,23.41,Type_1,7,0,0
3080,315,16,150,22,4795,176,226,189,2930,45.59,163.78,382.16,18.56,Type_1,10,0,0
3102,95,11,240,27,4371,238,223,114,3271,59.75,273.53,1035.11,50.91,Type_1,1,0,0
3072,53,7,108,8,5289,224,224,134,2675,71.0,165.49,172.67,24.83,Type_1,10,0,0
3091,59,13,182,16,4362,230,211,112,3300,58.84,156.07,325.68,21.13,Type_1,10,0,0
3291,27,10,691,30,3777,216,219,138,3844,65.54,365.79,859.52,52.52,Type_1,1,0,0
3087,52,17,85,20,5280,226,202,103,2763,79.48,281.76,1006.71,26.51,Type_1,10,0,0
3033,45,7,175,25,2519,222,225,138,1057,50.87,386.04,986.21,29.08,Type_1,7,0,0
3074,53,11,67,5,5318,227,215,121,2771,63.94,329.79,234.08,12.28,Type_1,10,0,0
3018,33,7,134,10,2263,219,226,143,1031,82.72,384.66,1183.07,6.02,Type_1,1,0,0
3155,359,12,390,46,4837,202,219,153,3022,69.51,324.07,758.69,48.5,Type_1,2,0,0
3123,42,13,323,59,5042,222,212,123,2912,81.03,354.6,877.29,62.64,Type_1,2,0,0
3094,352,5,134,2,4593,211,231,158,3187,82.04,251.24,1145.93,9.72,Type_1,10,0,0
2861,0,4,0,0,1544,213,232,156,1337,72.5,264.46,589.42,21.88,Type_1,1,0,0
3122,52,11,300,57,5064,226,217,124,2943,80.22,370.4,241.92,34.65,Type_1,2,0,0
3041,63,4,283,33,2555,224,231,143,908,71.85,428.33,832.53,15.22,Type_1,7,0,0
3145,42,18,384,80,4983,220,197,106,3022,39.52,213.59,559.25,54.21,Type_1,2,0,0
3095,13,8,95,8,3684,212,223,148,1498,50.11,392.43,1150.46,32.05,Type_1,1,0,0
2895,30,10,30,0,1838,217,217,135,1041,79.08,344.03,698.79,45.9,Type_1,0,0,0
3121,288,8,127,0,4585,197,239,182,3304,60.45,336.78,773.28,56.9,Type_1,1,0,0
2868,72,20,30,15,1087,238,196,80,1758,47.22,155.19,128.56,22.94,Type_1,2,0,0
3116,45,9,153,32,5220,223,220,132,3066,68.04,227.59,1087.66,16.17,Type_1,10,0,0
3170,310,4,108,4,5042,209,237,166,2685,87.78,274.64,114.07,10.54,Type_1,7,0,0
2938,1,11,30,3,2120,204,219,152,774,67.96,265.76,673.43,32.13,Type_1,0,0,0
3126,34,16,85,11,4354,216,203,118,3524,71.27,238.06,983.71,42.72,Type_1,10,0,0
3212,258,21,277,73,4723,167,247,216,3329,34.07,194.8,416.7,56.37,Type_1,1,0,0
3154,54,15,361,67,5023,228,207,109,3302,55.57,206.08,193.29,47.59,Type_1,2,0,0
3161,315,12,90,22,4508,189,230,181,3556,43.25,441.09,1083.69,33.16,Type_1,1,0,0
3209,74,20,306,82,4092,239,198,81,3629,81.86,167.4,851.88,14.85,Type_1,10,0,0
3146,291,10,30,-6,4362,192,239,186,3477,58.39,325.06,363.82,41.61,Type_1,10,0,0
2917,301,10,30,1,1634,193,236,183,1318,41.13,403.04,1159.74,50.67,Type_1,1,0,0
3088,124,17,182,39,3424,246,226,102,800,67.57,267.09,247.85,56.01,Type_1,1,0,0
3131,169,5,162,-5,4073,224,242,153,1478,77.79,326.43,346.06,46.83,Type_1,1,0,0
2987,352,13,228,14,2554,197,218,158,268,71.13,176.48,233.78,41.35,Type_1,1,0,0
2946,18,16,42,10,1776,206,205,133,1236,55.82,210.58,990.26,32.4,Type_1,1,0,0
3173,90,11,270,2,4838,237,222,114,2251,57.31,304.87,141.54,55.77,Type_1,1,0,0
3148,146,5,150,12,4583,227,239,146,1981,30.7,411.95,1167.06,54.08,Type_1,10,0,0
3081,154,11,212,25,3556,234,241,137,872,34.35,211.66,972.27,18.28,Type_1,1,0,0
3122,158,8,67,2,4200,229,242,146,1560,81.61,242.8,683.69,5.64,Type_1,10,0,0
3140,135,5,67,4,4547,228,238,144,1920,58.83,273.92,615.35,58.57,Type_1,10,0,0
3202,48,22,153,32,4161,222,187,89,3263,44.52,287.77,993.97,26.75,Type_1,1,0,0
3146,130,4,134,5,4726,226,237,145,2100,89.2,442.18,215.6,34.44,Type_1,8,0,0
3037,48,19,430,-8,3005,224,196,99,190,72.15,388.72,545.98,20.73,Type_1,1,0,0
2990,284,12,180,46,1936,185,240,194,1172,63.58,279.12,906.46,33.8,Type_1,1,0,0
3106,83,6,180,-8,4254,228,230,137,1519,40.05,440.1,713.78,50.06,Type_1,7,0,0
3067,320,4,212,11,3406,209,236,165,591,36.27,333.4,966.13,27.74,Type_1,10,0,0
3239,180,3,566,60,4673,220,241,156,2726,82.26,354.98,703.14,22.57,Type_1,11,0,0
3211,115,4,362,30,5685,227,236,144,2543,78.89,329.09,288.44,61.67,Type_1,1,0,0
3080,0,9,150,3,3751,208,224,154,942,34.81,237.26,1088.94,17.68,Type_1,10,0,0
3009,131,10,67,8,2718,237,235,128,573,83.69,364.64,258.17,13.85,Type_1,1,0,0
3197,247,5,324,47,5873,209,244,173,2382,79.04,227.97,814.76,18.88,Type_1,10,0,0
3181,309,6,67,6,5204,203,236,172,2496,57.14,240.19,518.35,25.06,Type_1,10,0,0
3110,81,6,300,6,4360,228,230,136,1587,68.61,348.35,679.12,19.47,Type_1,10,0,0
3094,4,4,0,0,4030,215,232,155,1226,61.58,358.68,814.35,52.84,Type_1,10,0,0
3245,45,3,564,66,4387,220,233,150,2650,39.57,226.45,144.36,12.93,Type_1,10,0,0
3193,97,10,319,19,5153,237,225,119,2358,40.93,398.01,366.68,61.34,Type_1,1,0,0
3252,49,5,589,8,4283,222,229,143,2554,63.32,404.01,1039.29,17.96,Type_1,10,0,0
3229,61,2,454,19,4709,221,234,149,2324,73.15,197.42,651.69,60.87,Type_1,11,0,0
2993,286,14,30,10,2699,179,239,199,895,43.71,156.49,1151.78,46.82,Type_1,7,0,0
3173,57,7,457,78,4964,225,226,136,2110,89.78,385.47,241.25,38.57,Type_1,1,0,0
3188,67,8,170,6,5121,228,224,129,2118,88.49,172.44,1170.78,52.68,Type_1,10,0,0
3178,49,5,474,83,5004,222,229,143,2132,69.02,446.56,579.49,43.69,Type_1,8,0,0
3175,48,6,446,80,4978,223,227,140,2103,41.97,352.44,1147.76,58.23,Type_1,1,0,0
3105,140,8,30,3,4555,233,238,136,1641,70.81,376.03,599.15,54.75,Type_1,7,0,0
3219,352,8,319,38,5748,206,226,158,2206,45.46,162.97,892.12,8.91,Type_1,1,0,0
2933,58,4,0,0,1138,223,230,143,2353,74.56,217.34,1142.53,23.9,Type_1,7,0,0
3199,108,3,342,16,5367,225,236,146,2363,50.76,294.45,742.51,55.42,Type_1,10,0,0
3218,61,12,313,35,5649,230,215,117,2187,89.26,368.83,814.95,5.43,Type_1,10,0,0
3207,72,3,301,24,5541,223,233,146,2244,32.41,221.27,978.92,13.78,Type_1,10,0,0
3042,56,10,42,-2,3443,227,218,124,408,64.72,320.23,923.56,33.16,Type_1,0,0,0
3216,58,9,335,33,5635,227,222,129,2174,82.41,203.76,995.07,12.71,Type_1,10,0,0
3049,293,5,306,62,2471,205,239,173,1025,84.04,174.66,185.91,33.51,Type_1,1,0,0
3185,32,3,0,0,5165,219,232,150,1919,46.61,277.31,708.0,13.94,Type_1,7,0,0
3018,106,9,150,3,2979,235,229,125,558,65.54,312.8,877.61,39.45,Type_1,1,0,0
3025,307,9,90,14,3250,194,235,180,350,67.38,161.8,435.32,58.45,Type_1,1,0,0
3047,78,15,170,0,3480,238,211,99,277,37.89,344.27,1103.32,45.39,Type_1,1,0,0
3040,277,10,218,48,2607,192,242,189,882,72.95,439.88,510.54,36.74,Type_1,1,0,0
3196,336,9,67,7,5142,199,227,167,1766,40.86,199.7,487.74,34.24,Type_1,7,0,0
3019,312,6,0,0,2962,203,235,172,524,56.72,251.43,612.64,12.79,Type_1,7,0,0
3204,101,1,60,2,4905,221,237,152,1698,45.49,278.15,808.05,45.32,Type_1,7,0,0
3170,284,4,175,8,4488,209,240,169,1170,76.41,327.63,274.87,64.34,Type_1,1,0,0
3024,331,6,30,3,3194,206,233,165,300,34.41,282.09,1037.26,40.77,Type_1,7,0,0
3037,10,4,60,8,1889,215,231,153,1680,50.22,411.77,1143.87,52.24,Type_1,2,0,0
2974,6,10,216,49,1047,208,222,150,2192,79.73,314.08,1189.01,49.13,Type_1,1,0,0
3213,97,4,120,18,4659,226,234,143,1637,40.02,203.31,1085.81,55.54,Type_1,7,0,0
3080,343,14,268,57,2789,190,218,165,755,32.2,400.76,452.74,14.78,Type_1,1,0,0
3227,328,3,247,6,5805,212,236,162,1800,69.83,316.34,104.69,16.66,Type_1,10,0,0
3213,39,6,319,-7,5536,221,226,141,1820,82.1,438.38,833.05,47.33,Type_1,10,0,0
3038,90,9,108,3,3676,233,227,125,234,46.18,244.9,669.6,18.64,Type_1,7,0,0
3040,310,12,108,18,3302,186,231,185,300,33.43,198.29,895.28,20.04,Type_1,7,0,0
3221,219,3,256,25,6006,216,243,164,1622,57.13,333.99,222.02,59.49,Type_1,10,0,0
3076,34,10,134,-6,2218,219,218,134,1430,60.43,285.19,562.95,61.58,Type_1,2,0,0
3043,324,14,108,35,1691,184,224,179,2028,87.91,305.0,522.51,23.87,Type_1,1,0,0
3217,244,6,218,-3,6025,208,245,175,1566,82.08,177.42,1194.53,9.88,Type_1,10,0,0
3290,24,16,182,20,3842,210,205,128,1940,59.33,196.66,641.9,11.03,Type_1,11,0,0
3213,235,8,210,-7,6056,207,247,178,1518,31.8,250.83,1161.2,15.75,Type_1,10,0,0
3074,331,12,162,11,3302,192,225,172,469,48.48,341.92,515.43,56.73,Type_1,1,0,0
3084,88,12,242,-1,2214,238,220,110,1513,72.28,310.13,1149.1,8.08,Type_1,7,0,0
3276,354,10,42,6,4055,204,223,157,1719,35.63,378.95,363.78,17.22,Type_1,7,0,0
3077,76,9,90,18,2014,232,223,124,1754,70.36,374.05,955.06,60.48,Type_1,2,0,0
3331,358,15,361,61,3635,196,211,152,2014,80.29,332.4,848.5,37.19,Type_1,11,0,0
3072,329,17,60,13,1905,178,218,179,1914,86.68,448.96,305.84,37.08,Type_1,1,0,0
3062,101,4,60,2,4136,226,234,144,722,82.13,418.76,420.82,6.27,Type_1,1,0,0
3044,2,7,30,3,3681,211,227,154,484,64.24,373.35,804.75,33.71,Type_1,7,0,0
3260,256,8,306,34,5626,202,245,182,1471,53.63,359.58,276.13,62.48,Type_1,10,0,0
3266,65,13,120,40,4507,232,212,110,1242,89.96,262.3,668.29,50.72,Type_1,1,0,0
3056,37,5,90,0,3795,220,229,145,589,32.89,404.6,1186.92,43.93,Type_1,7,0,0
3237,152,14,541,146,5386,237,239,130,1503,54.25,281.02,950.16,29.35,Type_1,10,0,0
3133,20,29,212,69,4042,185,165,102,805,75.74,338.08,428.25,22.63,Type_1,1,0,0
3139,34,3,324,9,2509,219,232,149,1504,77.87,342.41,193.85,26.97,Type_1,1,0,0
3112,73,7,95,12,2294,229,226,131,1718,56.13,382.24,216.91,36.12,Type_1,1,0,0
3335,52,14,240,36,4207,226,208,112,1302,79.07,270.9,420.93,33.59,Type_1,1,0,0
3230,207,3,313,20,5569,217,242,161,1234,56.92,306.97,286.06,42.49,Type_1,7,0,0
3242,16,7,242,15,5940,214,226,148,999,34.39,164.28,1146.15,36.17,Type_1,10,0,0
3108,48,26,30,10,3868,219,175,75,934,67.17,204.58,1171.31,22.56,Type_1,2,0,0
3165,14,12,330,65,2605,209,216,143,1615,81.8,435.13,939.66,60.24,Type_1,1,0,0
3121,50,12,60,14,2368,225,214,121,1842,61.14,324.34,512.7,18.85,Type_1,1,0,0
3102,57,11,85,15,5056,228,217,121,1507,50.47,420.99,1117.55,46.47,Type_1,10,0,0
3375,61,13,150,-6,4142,230,212,112,1195,52.81,295.0,280.21,58.19,Type_1,11,0,0
3246,27,2,30,0,5476,218,234,153,566,78.78,193.66,413.31,22.73,Type_1,11,0,0
3218,58,4,228,21,5379,223,230,143,1211,73.09,331.84,426.93,18.01,Type_1,1,0,0
3090,36,6,60,3,4825,220,226,143,1383,31.09,178.79,993.68,26.78,Type_1,10,0,0
3250,308,6,127,5,5562,204,236,171,573,68.85,398.07,873.55,28.16,Type_1,11,0,0
3244,54,40,255,146,4039,209,125,0,1154,83.88,172.83,540.26,45.96,Type_1,2,0,0
3047,72,7,362,11,1597,228,227,133,2793,44.61,254.55,456.63,11.47,Type_1,1,0,0
3226,47,8,190,13,6119,223,223,135,800,33.62,344.53,1108.24,63.04,Type_1,7,0,0
3208,338,5,90,-5,3141,209,233,162,1440,86.07,236.99,1142.26,15.11,Type_1,1,0,0
3200,172,5,30,0,5673,223,242,154,949,59.15,299.51,908.03,44.93,Type_1,8,0,0
3206,304,7,124,-7,3302,201,237,175,1410,66.62,156.23,281.5,38.54,Type_1,10,0,0
3208,48,7,85,-6,2982,223,225,137,1617,72.97,268.66,787.36,25.92,Type_1,1,0,0
3267,319,4,270,22,5675,208,235,166,592,40.87,319.57,195.81,60.14,Type_1,10,0,0
3169,277,24,240,84,4606,150,237,223,1248,70.87,151.78,297.61,42.23,Type_1,10,0,0
3158,282,6,216,-2,3542,204,240,175,1366,40.89,214.65,826.44,56.4,Type_1,1,0,0
3145,63,13,362,16,2200,231,214,113,2396,59.01,197.32,1153.16,26.76,Type_1,1,0,0
3113,345,11,268,11,1987,197,222,163,2598,78.36,338.29,787.33,33.12,Type_1,1,0,0
3200,280,7,150,-18,3439,202,241,178,1544,79.15,449.74,416.74,51.84,Type_1,10,0,0
3122,32,9,242,-6,2095,218,221,138,2554,83.05,374.65,286.81,34.41,Type_1,1,0,0
3161,340,5,85,-5,3666,210,233,162,1492,66.66,335.45,1058.93,17.67,Type_1,7,0,0
3198,269,9,180,-20,3491,196,244,187,1588,80.39,158.66,205.02,35.36,Type_1,10,0,0
3172,30,9,0,0,5224,218,220,137,1053,51.21,429.14,630.59,26.8,Type_1,1,0,0
3166,8,5,30,0,3721,214,230,153,1543,44.21,337.89,577.03,63.33,Type_1,7,0,0
3052,72,9,0,0,1691,231,223,125,3010,76.83,175.19,542.17,34.04,Type_1,7,0,0
3262,88,5,242,10,6300,228,231,137,420,70.05,239.13,607.74,52.79,Type_1,10,0,0
3207,85,6,85,5,5649,228,230,136,824,35.73,323.16,1085.28,55.9,Type_1,10,0,0
3217,313,16,240,74,4696,175,226,191,990,67.43,313.41,442.6,9.31,Type_1,10,0,0
3200,263,8,150,-17,3489,201,244,182,1655,65.2,365.26,422.95,35.47,Type_1,10,0,0
3224,352,2,134,5,3220,216,236,157,1790,40.08,244.96,926.22,23.99,Type_1,10,0,0
3222,25,9,0,0,3032,216,221,141,1974,31.42,354.96,784.58,22.36,Type_1,10,0,0
3063,54,15,60,-5,1731,228,207,109,3056,68.52,294.47,1166.97,25.67,Type_1,1,0,0
3230,297,11,210,87,4776,190,237,186,866,89.27,371.82,952.86,13.72,Type_1,1,0,0
3040,0,5,242,0,1413,212,230,156,2916,71.71,426.23,959.37,50.39,Type_1,7,0,0
3296,356,3,270,31,5672,214,234,157,524,73.06,294.37,852.08,16.94,Type_1,10,0,0
3208,0,9,124,-2,5394,206,222,154,900,37.7,297.98,813.76,28.35,Type_1,10,0,0
3191,286,20,30,12,4965,162,235,212,781,36.25,424.85,817.45,50.66,Type_1,7,0,0
3186,28,6,60,7,3810,218,228,146,1533,73.46,436.7,637.57,32.6,Type_1,10,0,0
3214,2,8,124,8,5555,209,225,154,924,51.3,378.76,288.37,32.66,Type_1,10,0,0
3286,307,9,127,16,5497,194,235,180,408,61.14,394.33,221.85,50.67,Type_1,11,0,0
3197,290,9,60,9,3690,195,239,183,1651,34.06,159.66,400.2,9.46,Type_1,7,0,0
3247,285,10,124,29,3489,192,240,188,1861,62.4,309.92,825.22,35.51,Type_1,1,0,0
3273,330,9,240,55,3408,198,229,170,1954,63.47,399.91,315.09,35.37,Type_1,1,0,0
3235,255,5,212,21,4871,209,243,172,618,33.61,421.53,200.88,44.02,Type_1,7,0,0
3246,6,10,124,20,5998,208,222,150,510,71.4,307.31,691.04,13.61,Type_1,10,0,0
3207,347,5,124,-17,4012,210,231,160,1332,42.06,402.74,626.79,44.33,Type_1,10,0,0
3216,328,7,42,-6,4050,203,232,168,1300,50.85,333.6,1001.21,24.28,Type_1,10,0,0
3259,56,10,175,41,2733,227,218,124,2575,77.73,292.01,442.02,10.86,Type_1,1,0,0
3285,141,3,240,30,6012,224,238,150,430,44.08,340.16,1101.48,55.43,Type_1,10,0,0
3217,51,3,120,5,5179,221,232,147,300,62.4,168.68,120.81,43.03,Type_1,10,0,0
3231,317,10,42,6,4054,194,231,178,1266,80.52,426.64,673.66,23.75,Type_1,9,0,0
3301,219,6,402,85,3337,213,246,169,1969,67.42,308.5,1160.41,7.43,Type_1,1,0,0
3269,356,13,190,46,3909,199,217,155,1396,51.61,367.62,1141.5,51.07,Type_1,9,0,0
3225,287,10,150,22,4713,193,240,187,598,60.94,280.62,300.27,7.53,Type_1,11,0,0
3246,18,9,120,11,4333,213,221,144,972,42.51,258.85,1135.65,22.1,Type_1,9,0,0
3291,297,4,180,5,5702,208,238,169,680,54.18,200.32,526.33,42.32,Type_1,11,0,0
2725,353,19,30,14,1167,183,202,154,1994,85.37,281.72,948.14,19.14,Type_1,12,1,0
3276,42,11,331,64,5157,222,216,128,218,59.22,435.1,1144.57,19.14,Type_1,11,0,0
3252,37,18,124,49,5006,216,198,111,60,66.38,366.99,865.37,59.91,Type_1,11,0,0
3286,49,5,454,75,5225,222,229,143,331,38.11,168.67,1045.45,38.61,Type_1,11,0,0
3223,298,11,108,20,4637,188,236,188,511,87.79,306.56,777.7,32.81,Type_1,11,0,0
3251,282,7,268,48,4494,201,241,179,661,69.01,315.0,710.13,30.39,Type_1,11,0,0
3298,18,13,418,87,5120,209,212,138,277,71.7,351.68,1047.63,63.94,Type_1,11,0,0
3294,25,10,362,91,5075,215,219,139,218,89.02,161.17,817.72,62.56,Type_1,11,0,0
3250,86,23,182,47,4731,246,194,65,234,87.57,177.41,1021.6,22.58,Type_1,10,0,0
2807,8,19,0,0,1507,194,198,137,2389,34.0,419.28,1023.82,44.13,Type_1,0,1,0
3260,31,15,30,0,5775,215,207,125,642,35.09,296.46,417.81,6.09,Type_1,11,0,0
3377,280,18,277,109,5256,168,239,209,778,72.98,285.19,385.03,53.26,Type_1,9,0,0
3249,300,5,0,0,4412,205,238,172,553,34.33,249.45,818.77,23.23,Type_1,11,0,0
3241,25,7,0,0,3403,217,225,145,2012,30.73,396.78,240.87,14.87,Type_1,1,0,0
3341,299,12,272,73,5343,186,235,189,939,50.98,277.52,1084.81,13.41,Type_1,9,0,0
3244,88,9,150,35,3065,234,226,124,2383,69.68,200.09,878.43,44.4,Type_1,1,0,0
3163,20,10,60,-2,2489,213,218,141,2704,75.86,244.48,549.17,28.89,Type_1,2,0,0
3273,5,9,180,35,3254,209,223,152,2219,88.07,285.99,322.6,30.42,Type_1,1,0,0
3309,268,7,618,28,3711,202,243,179,1342,77.92,173.64,477.8,57.51,Type_1,9,0,0
3293,308,17,120,34,3193,172,227,195,2192,64.95,343.09,684.4,49.06,Type_1,1,0,0
3074,108,6,60,-1,1811,231,233,136,1996,74.88,441.67,1148.09,50.38,Type_1,7,0,0
3313,285,8,636,32,3645,198,240,182,1396,85.69,416.88,169.8,23.79,Type_1,9,0,0
3278,84,10,85,14,4186,234,224,121,808,66.78,348.55,511.73,59.69,Type_1,11,0,0
3336,293,13,564,14,3523,184,237,193,1530,47.15,238.44,885.55,42.01,Type_1,9,0,0
3354,292,18,510,32,3486,168,234,205,1583,78.96,390.58,1107.01,40.5,Type_1,9,0,0
3094,107,7,30,-2,2093,233,232,131,2148,81.68,359.01,1112.12,29.43,Type_1,7,0,0
3077,123,5,30,-3,1959,228,236,142,2029,80.79,431.2,871.47,43.18,Type_1,7,0,0
3345,198,2,0,0,5114,218,240,158,871,75.67,284.8,565.11,36.91,Type_1,9,0,0
3292,82,9,127,15,4133,233,225,124,914,39.6,418.17,610.29,21.73,Type_1,11,0,0
3218,67,17,60,22,2711,235,203,94,2711,57.69,409.73,1046.1,57.19,Type_1,2,0,0
3154,102,17,67,10,2608,246,215,91,2522,30.56,281.52,332.17,61.23,Type_1,2,0,0
3098,75,9,30,7,2103,232,223,123,1965,73.32,399.82,1167.93,59.88,Type_1,7,0,0
3261,100,20,192,47,2592,249,208,78,2726,74.14,246.48,752.74,6.56,Type_1,2,0,0
3346,289,11,513,78,3288,190,239,189,1677,37.1,287.31,1111.79,28.79,Type_1,9,0,0
3208,104,14,30,5,2455,243,221,104,2647,31.57,438.14,190.26,35.45,Type_1,1,0,0
3379,280,11,408,3,3055,191,241,190,1910,45.39,261.38,761.23,49.42,Type_1,9,0,0
3341,271,13,424,73,3167,184,244,199,1809,57.74,277.66,707.16,55.38,Type_1,9,0,0
3237,69,18,124,47,2089,236,203,92,2366,77.87,334.2,610.99,13.35,Type_1,1,0,0
3172,44,14,30,5,1959,222,210,119,2103,53.76,256.42,325.35,57.95,Type_1,1,0,0
2900,127,11,30,-1,1384,239,232,122,2524,82.94,436.03,1056.01,10.69,Type_1,12,1,0
3273,0,9,190,37,2135,206,222,154,2560,73.16,319.69,1121.14,56.97,Type_1,1,0,0
2832,41,17,85,12,1170,219,200,110,2295,73.89,440.82,663.34,54.37,Type_1,5,1,0
3100,77,9,323,-82,1565,232,224,125,1302,32.52,158.93,1016.49,51.68,Type_1,1,0,0
3091,31,6,400,-83,1500,219,228,145,1201,41.12,218.34,547.78,43.35,Type_1,1,0,0
2976,64,23,553,149,1263,234,188,74,604,34.74,391.61,877.54,53.68,Type_1,1,0,0
3111,32,14,450,-63,1376,216,208,125,1120,66.47,418.95,1145.11,7.62,Type_1,1,0,0
3260,170,18,600,72,1476,230,245,140,2317,72.43,382.0,607.56,18.97,Type_1,9,0,0
3204,209,12,342,50,1205,211,251,173,2072,45.93,202.99,867.48,44.52,Type_1,9,0,0
2723,73,6,150,-7,1165,228,228,134,828,44.8,256.73,1098.1,62.01,Type_1,13,1,0
2647,58,9,30,5,1513,227,221,127,612,74.85,373.93,715.7,39.35,Type_1,12,1,0
3442,193,22,641,-24,3466,212,251,163,2529,85.17,376.57,589.37,6.16,Type_1,6,0,0
3308,136,21,787,-39,1316,247,226,97,2607,89.6,246.97,558.25,41.47,Type_1,9,0,0
2699,310,20,30,12,1358,163,223,198,1396,52.3,438.37,808.73,48.74,Type_1,0,1,0
3332,195,24,685,105,3834,207,251,166,2272,41.5,169.33,154.73,48.16,Type_1,7,0,0
2731,77,9,0,0,1253,232,224,125,732,36.11,311.73,111.15,48.33,Type_1,13,1,0
3294,128,26,841,-53,1273,252,213,71,2656,46.95,416.79,816.01,12.92,Type_1,1,0,0
2764,320,23,67,11,1392,155,212,193,1530,61.35,357.29,753.08,56.05,Type_1,5,1,0
3310,207,4,564,83,3901,217,244,163,2282,80.91,360.32,716.2,22.52,Type_1,7,0,0
3302,217,9,573,80,3666,210,249,175,2532,47.26,279.58,374.96,6.05,Type_1,7,0,0
3385,222,28,674,262,3283,174,253,202,2801,48.41,273.09,374.68,13.53,Type_1,9,0,0
2995,36,9,190,18,1382,220,221,136,1657,40.76,351.26,644.85,29.57,Type_1,8,1,0
2733,334,19,95,26,212,173,211,176,711,86.68,284.74,1192.97,57.63,Type_1,2,0,0
3305,241,20,360,84,1917,178,252,208,3375,68.26,207.76,318.14,63.55,Type_1,1,0,0
2745,63,13,234,43,1718,231,214,113,306,44.52,327.0,766.77,15.19,Type_1,13,1,0
3310,223,20,391,89,1879,191,254,195,3416,46.13,314.56,732.48,60.52,Type_1,1,0,0
3175,183,15,30,-12,2242,222,249,155,3290,60.9,333.9,362.93,9.96,Type_1,1,0,0
2882,286,17,350,83,938,170,237,206,1911,57.08,389.38,858.06,24.29,Type_1,14,1,0
3271,169,8,420,95,3356,227,244,149,2912,72.53,150.37,910.71,47.19,Type_1,7,0,0
2773,96,7,268,49,1739,232,230,131,430,30.5,379.68,400.5,19.56,Type_1,13,1,0
3235,199,24,330,20,1930,203,252,171,3503,46.26,320.51,417.86,31.45,Type_1,1,0,0
2996,149,27,417,115,832,243,227,95,2657,84.06,396.58,467.55,34.92,Type_1,1,0,0
3225,110,31,192,102,3010,254,190,39,3268,37.56,440.12,936.77,24.16,Type_1,1,0,0
3146,204,32,247,-33,1994,185,248,177,3596,41.79,288.26,228.65,26.42,Type_1,1,0,0
3094,213,13,180,-35,2075,207,252,178,3640,48.71,421.84,603.53,17.15,Type_1,1,0,0
3153,121,12,42,7,2941,240,230,117,3441,64.66,378.29,1148.49,61.91,Type_1,10,0,0
3167,143,5,60,0,3120,227,239,146,3346,66.77,355.55,1170.5,35.62,Type_1,7,0,0
3175,146,5,0,0,3420,227,239,146,3212,66.21,210.57,370.43,63.6,Type_1,7,0,0
3062,159,19,417,142,1290,236,240,126,3224,69.57,272.45,631.9,17.41,Type_1,1,0,0
3055,190,12,361,63,1864,220,249,161,3800,81.93,425.79,1005.78,52.14,Type_1,7,0,0
3100,96,31,162,32,2794,251,180,33,3697,35.39,319.1,92.95,28.85,Type_1,10,0,0
3060,205,15,395,80,1627,210,252,174,3565,66.05,367.94,741.3,16.01,Type_1,10,0,0
2808,253,15,0,0,1921,184,249,202,1068,54.4,191.68,1077.05,34.65,Type_1,14,1,0
3052,195,16,361,72,1660,216,251,165,3598,62.93,329.76,178.26,53.36,Type_1,10,0,0
2903,337,31,256,54,270,138,181,173,1661,35.16,172.68,242.55,59.07,Type_1,2,0,0
2932,339,24,60,14,384,161,198,171,2278,83.0,153.82,438.15,54.32,Type_1,1,0,0
2894,357,10,30,0,780,205,222,155,2701,53.87,244.44,575.95,18.03,Type_1,10,0,0
2978,347,38,218,105,277,123,152,149,2003,60.7,271.05,1041.19,53.79,Type_1,2,0,0
3032,99,7,42,3,2512,233,230,130,3952,87.4,321.51,134.89,46.31,Type_1,7,0,0
2973,150,17,134,41,1339,240,237,121,3271,38.11,304.59,1009.7,23.4,Type_1,10,0,0
2873,1,11,90,46,1950,204,219,152,1189,89.49,196.72,912.8,35.29,Type_1,7,1,0
3075,91,20,0,0,2758,246,204,79,3918,86.49,345.75,590.39,42.76,Type_1,10,0,0
2862,43,12,420,20,2640,222,213,124,908,65.82,295.04,112.23,9.58,Type_1,13,1,0
